municipio,curso,grau,eixo,ofertado_prosel_2026,vagas_regulares,D4_demanda_municipal,demanda_composta,necessidade_norm,aderencia_setorial,concorrencia_norm,nivel_concorrencia,n_ies_presenciais,n_cursos_concorrentes,II,IE,IP,prioridade_final,decisao_final,categoria_decisao,ip_alto,demanda_razoavel,plausivel_implantacao,plausivel_expansao,classificacao_final
Ananindeua,Medicina,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Educação Física (Bacharelado),Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Saúde Coletiva,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Tecnologia de Alimentos,Tecnólogo,ENGENHARIA_TEC,False,0,0.76095789,0.6617689737914045,0.5129855994785112,0.7,0.6190476190476191,Muito Alta,8,8,0.621538996768954,0.4580257845322176,0.621538996768954,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Enfermagem,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Engenharia de Produção,Bacharelado,ENGENHARIA_TEC,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.95,0.9047619047619048,Média,2,0,0.6869394001975253,0.4498024456750747,0.6869394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Engenharia Ambiental e Sanitária,Bacharelado,ENGENHARIA_TEC,False,0,0.44969029,0.5221989152925901,0.6309618532314754,0.95,0.9047619047619048,Média,2,0,0.730590614086122,0.4899143719510825,0.730590614086122,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Tecnologia em Comércio Exterior,Tecnólogo,GESTAO_NEGOCIOS,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.55,0.9047619047619048,Média,2,0,0.6069394001975253,0.4498024456750747,0.6069394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Engenharia Civil,Bacharelado,ENGENHARIA_TEC,False,0,0.44969029,0.5221989152925901,0.6309618532314754,0.95,0.9047619047619048,Média,2,0,0.730590614086122,0.4899143719510825,0.730590614086122,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Química,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Relações Internacionais,Bacharelado,GESTAO_NEGOCIOS,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.55,0.9047619047619048,Média,2,0,0.6069394001975253,0.4498024456750747,0.6069394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Secretariado Executivo Trilíngue,Bacharelado,GESTAO_NEGOCIOS,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.55,0.9047619047619048,Média,2,0,0.6069394001975253,0.4498024456750747,0.6069394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Ciências Naturais,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
